# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "../SDv2.2_Genes.gff" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-o" "counts/3.5-4.txt" "starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam
TCAL_11793	Chromosome_4	7403128	7406658	-	3531	16
TCAL_05266	Chromosome_4	7804753	7810360	+	5608	145
TCAL_15865	Chromosome_4	395268	405113	+	9846	129
TCAL_11124	Chromosome_4	4311930	4313471	-	1542	284
TCAL_14687	Chromosome_4	6801068	6801576	-	509	26
TCAL_14686	Chromosome_4	6370506	6372449	-	1944	0
TCAL_14685	Chromosome_4	5779102	5781237	+	2136	49
TCAL_14684	Chromosome_4	5429096	5429629	+	534	0
TCAL_14683	Chromosome_4	5117214	5117450	+	237	0
TCAL_14682	Chromosome_4	4544815	4546155	-	1341	5
TCAL_15809	Chromosome_4	8409531	8413547	-	4017	2828
TCAL_11479	Chromosome_4	9938159	9943997	-	5839	1188
TCAL_11477	Chromosome_4	9930486	9934282	-	3797	7
TCAL_11476	Chromosome_4	9924492	9929075	+	4584	5
TCAL_11475	Chromosome_4	9878207	9885181	-	6975	346
TCAL_11472	Chromosome_4	9856231	9875244	-	19014	149
TCAL_11471	Chromosome_4	9851412	9854635	+	3224	79
TCAL_11470	Chromosome_4	9814290	9819244	+	4955	0
TCAL_10471	Chromosome_4	6452120	6459565	-	7446	2699
TCAL_10472	Chromosome_4	6449525	6451140	-	1616	103
TCAL_03311	Chromosome_4	5880150	5883813	+	3664	154
TCAL_03317	Chromosome_4	5808428	5811151	-	2724	0
TCAL_03316	Chromosome_4	5838299	5841679	+	3381	415
TCAL_15804	Chromosome_4	6913718	6916856	-	3139	0
TCAL_15805	Chromosome_4	7042974	7046150	+	3177	635
TCAL_15803	Chromosome_4	6624200	6625297	-	1098	0
TCAL_03464	Chromosome_4	9454195	9456275	-	2081	49
TCAL_05864	Chromosome_4	4550136	4563126	+	12991	307
TCAL_05867	Chromosome_4	4563103	4565999	-	2897	162
TCAL_05861	Chromosome_4	4439258	4444525	+	5268	607
TCAL_05860	Chromosome_4	4436618	4438819	+	2202	114
TCAL_05863	Chromosome_4	4502358	4544065	+	41708	590
TCAL_05862	Chromosome_4	4443693	4452932	-	9240	359
TCAL_05869	Chromosome_4	4638779	4641744	+	2966	64
TCAL_05868	Chromosome_4	4581551	4589400	-	7850	20
TCAL_03429	Chromosome_4	9031819	9040703	+	8885	1576
TCAL_05258	Chromosome_4	7861224	7869377	+	8154	362
TCAL_04380	Chromosome_4	3886432	3914424	-	27993	500
TCAL_05256	Chromosome_4	7869435	7897379	-	27945	96
TCAL_05257	Chromosome_4	7867159	7869187	-	2029	89
TCAL_08482	Chromosome_4	736303	737115	-	813	0
TCAL_08483	Chromosome_4	729394	734826	-	5433	4
TCAL_15825	Chromosome_4	11031208	11031630	-	423	0
TCAL_03098	Chromosome_4	10651276	10652587	-	1312	145
TCAL_03099	Chromosome_4	10657266	10666716	+	9451	11
TCAL_15818	Chromosome_4	10534138	10534590	+	453	0
TCAL_03090	Chromosome_4	10517948	10520696	-	2749	27
TCAL_03091	Chromosome_4	10533551	10535920	-	2370	494
TCAL_03096	Chromosome_4	10625641	10633063	+	7423	71
TCAL_03097	Chromosome_4	10639119	10643872	+	4754	496
TCAL_03094	Chromosome_4	10596549	10619703	+	23155	244
TCAL_03095	Chromosome_4	10620829	10622464	-	1636	25
TCAL_02947	Chromosome_4	1133589	1164779	+	31191	252
TCAL_02946	Chromosome_4	1130642	1130980	+	339	0
TCAL_02945	Chromosome_4	1121361	1124728	+	3368	381
TCAL_02944	Chromosome_4	1103562	1117790	-	14229	272
TCAL_02943	Chromosome_4	1101830	1102845	-	1016	589
TCAL_02942	Chromosome_4	1098618	1102994	+	4377	129
TCAL_02941	Chromosome_4	1084505	1087168	-	2664	137
TCAL_02940	Chromosome_4	1081032	1084456	+	3425	1057
TCAL_02949	Chromosome_4	1172889	1176867	-	3979	625
TCAL_02948	Chromosome_4	1165040	1171424	-	6385	27
TCAL_03442	Chromosome_4	9159893	9167617	+	7725	2
TCAL_03291	Chromosome_4	6274300	6277135	-	2836	641
TCAL_02763	Chromosome_4	2119661	2147302	+	27642	223
TCAL_02762	Chromosome_4	2152806	2163772	+	10967	65
TCAL_02761	Chromosome_4	2164215	2168392	+	4178	862
TCAL_02767	Chromosome_4	2098281	2101847	-	3567	20
TCAL_02766	Chromosome_4	2104392	2106653	+	2262	168
TCAL_02765	Chromosome_4	2106722	2108744	-	2023	2709
TCAL_02769	Chromosome_4	2090572	2095566	-	4995	340
TCAL_02768	Chromosome_4	2095865	2097500	+	1636	79
TCAL_15789	Chromosome_4	10410832	10416088	+	5257	4
TCAL_05377	Chromosome_4	5264055	5265161	-	1107	5
TCAL_07222	Chromosome_4	8942978	8943585	-	608	374
TCAL_07227	Chromosome_4	8868400	8889315	+	20916	526
TCAL_07226	Chromosome_4	8889297	8900331	-	11035	20
TCAL_11437	Chromosome_4	6550120	6551957	+	1838	465
TCAL_11436	Chromosome_4	6545719	6549125	-	3407	361
TCAL_11435	Chromosome_4	6528003	6540185	+	12183	7
TCAL_11439	Chromosome_4	6559614	6573983	-	14370	1594
TCAL_11438	Chromosome_4	6560156	6566505	+	6350	61
TCAL_02292	Chromosome_4	1636655	1640158	+	3504	160
TCAL_02291	Chromosome_4	1630880	1632361	+	1482	198
TCAL_02290	Chromosome_4	1616143	1624640	-	8498	283
TCAL_02297	Chromosome_4	1706465	1709631	-	3167	341
TCAL_02296	Chromosome_4	1701576	1706409	+	4834	901
TCAL_02294	Chromosome_4	1657332	1679030	-	21699	155
TCAL_02299	Chromosome_4	1714647	1717458	+	2812	88
TCAL_02298	Chromosome_4	1710745	1712590	+	1846	2090
TCAL_02749	Chromosome_4	2260310	2262714	+	2405	18
TCAL_02748	Chromosome_4	2263016	2264197	+	1182	0
TCAL_02745	Chromosome_4	2309550	2313502	+	3953	7
TCAL_15845	Chromosome_4	1477760	1478223	+	464	0
TCAL_09818	Chromosome_4	6866168	6869540	-	3373	672
TCAL_02933	Chromosome_4	1017119	1018744	-	1626	42
TCAL_15849	Chromosome_4	1480096	1480385	-	290	0
TCAL_08479	Chromosome_4	743375	754844	-	11470	779
TCAL_03078	Chromosome_4	10391140	10406289	+	15150	0
TCAL_07210	Chromosome_4	8992538	8999003	+	6466	331
TCAL_07211	Chromosome_4	8987598	8991816	-	4219	316
TCAL_07212	Chromosome_4	8985545	8987593	+	2049	47
TCAL_07214	Chromosome_4	8960583	8964345	-	3763	416
TCAL_07217	Chromosome_4	8953066	8953440	+	375	0
TCAL_06444	Chromosome_4	3563780	3574905	+	11126	23
TCAL_13158	Chromosome_4	12074728	12077388	+	2661	397
TCAL_13159	Chromosome_4	12065440	12069242	+	3803	394
TCAL_13156	Chromosome_4	12109848	12110870	+	1023	0
TCAL_12461	Chromosome_4	7456794	7483525	-	26732	17
TCAL_12460	Chromosome_4	7476995	7477616	+	622	0
TCAL_09814	Chromosome_4	6837894	6851816	-	13923	504
TCAL_11794	Chromosome_4	7360699	7379620	-	18922	3
TCAL_09816	Chromosome_4	6858486	6860921	-	2436	222
TCAL_09817	Chromosome_4	6863179	6866030	-	2852	338
TCAL_06421	Chromosome_4	3768289	3773661	+	5373	2
TCAL_09811	Chromosome_4	6802957	6806812	+	3856	1667
TCAL_02909	Chromosome_4	830876	835687	+	4812	4803
TCAL_02908	Chromosome_4	820504	826279	+	5776	1077
TCAL_02905	Chromosome_4	812741	814889	-	2149	320
TCAL_06423	Chromosome_4	3750236	3751712	-	1477	231
TCAL_09813	Chromosome_4	6821322	6837629	+	16308	10446
TCAL_10468	Chromosome_4	6487067	6488673	+	1607	222
TCAL_09919	Chromosome_4	516829	521087	-	4259	1
TCAL_15864	Chromosome_4	3768600	3769046	-	447	0
TCAL_15866	Chromosome_4	4199952	4200340	-	389	262
TCAL_15811	Chromosome_4	9353199	9359938	+	6740	42
TCAL_15810	Chromosome_4	9277491	9279948	+	2458	0
TCAL_15813	Chromosome_4	9961540	9963608	+	2069	191
TCAL_15812	Chromosome_4	9902272	9914031	+	11760	8
TCAL_15815	Chromosome_4	110467	110945	+	479	0
TCAL_03107	Chromosome_4	10773092	10775890	+	2799	23
TCAL_15861	Chromosome_4	3331812	3333136	-	1325	165
TCAL_05373	Chromosome_4	5302514	5350452	+	47939	788
TCAL_05378	Chromosome_4	5242117	5258851	+	16735	172
TCAL_03109	Chromosome_4	10789511	10793090	-	3580	110
TCAL_07806	Chromosome_4	12830416	12831327	-	912	132
TCAL_03296	Chromosome_4	6121565	6139678	+	18114	2
TCAL_16924	Chromosome_4	10285840	10290356	+	4517	3
TCAL_16925	Chromosome_4	10327845	10345733	-	17889	1
TCAL_16926	Chromosome_4	10644559	10650488	+	5930	28
TCAL_16927	Chromosome_4	11549373	11554015	+	4643	2
TCAL_16923	Chromosome_4	10015293	10030959	+	15667	0
TCAL_05169	Chromosome_4	13038774	13043465	+	4692	215
TCAL_05161	Chromosome_4	13209992	13211545	+	1554	14
TCAL_05162	Chromosome_4	13207838	13210010	-	2173	8
TCAL_05163	Chromosome_4	13153573	13162467	-	8895	4
TCAL_05165	Chromosome_4	13134346	13135375	+	1030	15
TCAL_05166	Chromosome_4	13110469	13128504	+	18036	138
TCAL_05167	Chromosome_4	13077006	13089064	+	12059	56
TCAL_11792	Chromosome_4	7400411	7408854	+	8444	107
TCAL_11790	Chromosome_4	7413126	7428081	-	14956	546
TCAL_02958	Chromosome_4	1300986	1301467	-	482	0
TCAL_17378	Chromosome_4	1303772	1304254	-	483	0
TCAL_11791	Chromosome_4	7410662	7413148	+	2487	3
TCAL_16929	Chromosome_4	12077496	12079766	+	2271	210
TCAL_02921	Chromosome_4	965720	972702	+	6983	284
TCAL_02920	Chromosome_4	957281	961349	-	4069	544
TCAL_02923	Chromosome_4	973279	974517	-	1239	0
TCAL_02922	Chromosome_4	970300	972580	-	2281	3
TCAL_02925	Chromosome_4	981500	984657	+	3158	110
TCAL_02924	Chromosome_4	973184	980658	+	7475	2641
TCAL_02927	Chromosome_4	986555	988882	-	2328	8
TCAL_02929	Chromosome_4	990348	992537	-	2190	1596
TCAL_02928	Chromosome_4	989337	990326	+	990	1654
TCAL_07209	Chromosome_4	8998511	8998894	-	384	0
TCAL_05146	Chromosome_4	13318057	13320287	-	2231	19
TCAL_05147	Chromosome_4	13312837	13315486	+	2650	499
TCAL_06428	Chromosome_4	3719913	3730668	+	10756	13
TCAL_06425	Chromosome_4	3744058	3747548	+	3491	1
TCAL_06426	Chromosome_4	3742184	3743547	-	1364	0
TCAL_06422	Chromosome_4	3761702	3766356	+	4655	35
TCAL_15882	Chromosome_4	7825185	7827700	-	2516	3
TCAL_15883	Chromosome_4	826467	828243	+	1777	175
TCAL_09933	Chromosome_4	715418	717799	-	2382	9
TCAL_09930	Chromosome_4	701071	702709	+	1639	291
TCAL_14674	Chromosome_4	1633914	1634829	+	916	0
TCAL_15886	Chromosome_4	8563992	8566432	+	2441	0
TCAL_15884	Chromosome_4	8434689	8435431	-	743	0
TCAL_15885	Chromosome_4	8519164	8520566	-	1403	82
TCAL_15880	Chromosome_4	7160848	7162384	-	1537	336
TCAL_15881	Chromosome_4	7189302	7193401	+	4100	18
TCAL_14671	Chromosome_4	12257991	12258680	-	690	2
TCAL_02279	Chromosome_4	1464814	1467164	-	2351	33
TCAL_02278	Chromosome_4	1453564	1467204	+	13641	184
TCAL_07229	Chromosome_4	8864163	8867489	+	3327	243
TCAL_07221	Chromosome_4	8939977	8943733	+	3757	487
TCAL_02756	Chromosome_4	2221280	2230145	+	8866	529
TCAL_15878	Chromosome_4	772899	777046	-	4148	15
TCAL_03481	Chromosome_4	9643918	9646990	+	3073	157
TCAL_03482	Chromosome_4	9648662	9653713	+	5052	649
TCAL_02750	Chromosome_4	2247801	2249432	-	1632	0
TCAL_03742	Chromosome_4	8515174	8517344	-	2171	8
TCAL_16960	Chromosome_4	8745112	8755251	+	10140	1
TCAL_16961	Chromosome_4	965077	965532	+	456	17
TCAL_16962	Chromosome_4	984681	986093	-	1413	13
TCAL_16963	Chromosome_4	9450299	9450586	+	288	0
TCAL_16964	Chromosome_4	9695836	9715918	+	20083	21
TCAL_11121	Chromosome_4	4265359	4270986	+	5628	484
TCAL_11120	Chromosome_4	4261565	4264852	-	3288	1113
TCAL_11123	Chromosome_4	4290509	4295265	-	4757	42
TCAL_11122	Chromosome_4	4272136	4286259	+	14124	508
TCAL_11127	Chromosome_4	4421709	4422326	+	618	0
TCAL_11126	Chromosome_4	4417890	4420512	-	2623	295
TCAL_03079	Chromosome_4	10406490	10407320	-	831	6
TCAL_13874	Chromosome_4	7569645	7574840	-	5196	157
TCAL_03074	Chromosome_4	10356914	10362328	-	5415	215
TCAL_03075	Chromosome_4	10367676	10377360	+	9685	74
TCAL_03298	Chromosome_4	6030746	6069576	-	38831	405
TCAL_11758	Chromosome_4	8100949	8102532	+	1584	0
TCAL_03445	Chromosome_4	9233426	9234433	-	1008	0
TCAL_03447	Chromosome_4	9245192	9263454	-	18263	462
TCAL_03112	Chromosome_4	10820136	10828887	+	8752	695
TCAL_03443	Chromosome_4	9168379	9173451	-	5073	0
TCAL_03110	Chromosome_4	10812914	10814820	+	1907	270
TCAL_15858	Chromosome_4	2583950	2594056	+	10107	2783
TCAL_15855	Chromosome_4	2066164	2081950	+	15787	17
TCAL_15854	Chromosome_4	2065018	2065895	+	878	0
TCAL_15856	Chromosome_4	2118427	2119331	+	905	0
TCAL_15851	Chromosome_4	1851667	1858764	-	7098	0
TCAL_15850	Chromosome_4	1528809	1529555	-	747	0
TCAL_15853	Chromosome_4	1938747	1946303	-	7557	3609
TCAL_15852	Chromosome_4	1910630	1912012	-	1383	10
TCAL_11469	Chromosome_4	9801925	9805083	+	3159	63
TCAL_13450	Chromosome_4	13340459	13342681	+	2223	90
TCAL_16948	Chromosome_4	6585678	6586064	+	387	0
TCAL_16949	Chromosome_4	6599727	6600556	+	830	209
TCAL_14669	Chromosome_4	1192942	1193394	-	453	146
TCAL_14668	Chromosome_4	11803716	11803964	-	249	43
TCAL_05274	Chromosome_4	7752377	7762359	-	9983	617
TCAL_10395	Chromosome_4	7177232	7188286	+	11055	205
TCAL_05271	Chromosome_4	7777475	7778509	-	1035	17
TCAL_05272	Chromosome_4	7774315	7779322	+	5008	4
TCAL_05273	Chromosome_4	7765240	7765620	-	381	0
TCAL_10396	Chromosome_4	7191155	7194864	-	3710	269
TCAL_16939	Chromosome_4	2582483	2583832	+	1350	4
TCAL_16931	Chromosome_4	12660022	12662875	-	2854	0
TCAL_16930	Chromosome_4	12528866	12531403	+	2538	123
TCAL_08054	Chromosome_4	12297069	12308983	+	11915	45
TCAL_03729	Chromosome_4	8701398	8707146	+	5749	2
TCAL_15877	Chromosome_4	6874020	6878617	-	4598	2800
TCAL_13235	Chromosome_4	8793487	8799264	-	5778	162
TCAL_13234	Chromosome_4	8790376	8791860	+	1485	148
TCAL_15876	Chromosome_4	6754445	6761269	-	6825	6
TCAL_08022	Chromosome_4	194997	196727	+	1731	4
TCAL_08023	Chromosome_4	195879	226078	-	30200	55
TCAL_06438	Chromosome_4	3621614	3624294	-	2681	4
TCAL_08020	Chromosome_4	175437	178448	-	3012	2
TCAL_08021	Chromosome_4	187504	192715	+	5212	1515
TCAL_06436	Chromosome_4	3629255	3633437	-	4183	0
TCAL_08026	Chromosome_4	336762	344090	+	7329	20
TCAL_06435	Chromosome_4	3639462	3647475	-	8014	11
TCAL_06434	Chromosome_4	3650912	3662595	+	11684	19
TCAL_08024	Chromosome_4	271382	301575	+	30194	21
TCAL_06433	Chromosome_4	3664547	3667063	+	2517	131
TCAL_08025	Chromosome_4	308820	312648	+	3829	211
TCAL_06432	Chromosome_4	3668159	3692043	+	23885	255
TCAL_06431	Chromosome_4	3692133	3700557	-	8425	1342
TCAL_15839	Chromosome_4	12887384	12889209	-	1826	3
TCAL_15838	Chromosome_4	12844005	12853239	-	9235	0
TCAL_05510	Chromosome_4	11876537	11883576	-	7040	58
TCAL_05519	Chromosome_4	11947137	11956312	+	9176	111
TCAL_05518	Chromosome_4	11938671	11939218	-	548	2
TCAL_05177	Chromosome_4	12937073	12940889	+	3817	1355
TCAL_15875	Chromosome_4	6742013	6743809	-	1797	104
TCAL_05175	Chromosome_4	12987068	12988886	-	1819	27
TCAL_05174	Chromosome_4	12975866	12994721	+	18856	147
TCAL_15796	Chromosome_4	2444240	2445279	+	1040	0
TCAL_15797	Chromosome_4	2832780	2834619	+	1840	0
TCAL_12089	Chromosome_4	7030615	7033661	+	3047	13
TCAL_12088	Chromosome_4	9993558	10014187	+	20630	16
TCAL_12087	Chromosome_4	9986151	9993818	-	7668	289
TCAL_12086	Chromosome_4	9978224	9986156	+	7933	4067
TCAL_12085	Chromosome_4	9977149	9977907	-	759	110
TCAL_12084	Chromosome_4	9973356	9976087	+	2732	2
TCAL_12083	Chromosome_4	9961413	9967383	-	5971	172
TCAL_12082	Chromosome_4	9958459	9959871	-	1413	10409
TCAL_15790	Chromosome_4	10538113	10561877	+	23765	108
TCAL_15791	Chromosome_4	1117225	1119427	+	2203	0
TCAL_09069	Chromosome_4	10171031	10174299	+	3269	7
TCAL_09068	Chromosome_4	10204201	10205983	+	1783	0
TCAL_15894	Chromosome_4	9839660	9847196	+	7537	6
TCAL_03284	Chromosome_4	6337625	6342519	-	4895	816
TCAL_05252	Chromosome_4	7931909	7932301	-	393	108
TCAL_05253	Chromosome_4	7924842	7930361	+	5520	105
TCAL_05250	Chromosome_4	7960815	7969070	+	8256	86
TCAL_05251	Chromosome_4	7933506	7934159	-	654	13
TCAL_05254	Chromosome_4	7903046	7909307	-	6262	522
TCAL_03282	Chromosome_4	6357937	6359712	-	1776	23
TCAL_11117	Chromosome_4	4200375	4204233	-	3859	6
TCAL_08480	Chromosome_4	740322	742966	-	2645	225
TCAL_08481	Chromosome_4	738331	739075	-	745	36
TCAL_03288	Chromosome_4	6295166	6301448	+	6283	37
TCAL_02936	Chromosome_4	1063817	1065383	-	1567	238
TCAL_10469	Chromosome_4	6471330	6481623	+	10294	536
TCAL_10467	Chromosome_4	6487539	6512124	-	24586	130
TCAL_10466	Chromosome_4	6508049	6512559	+	4511	73
TCAL_10465	Chromosome_4	6513072	6519193	-	6122	1
TCAL_15814	Chromosome_4	26409	28437	+	2029	0
TCAL_15817	Chromosome_4	10362465	10367087	-	4623	0
TCAL_15816	Chromosome_4	10117275	10134845	-	17571	84
TCAL_05183	Chromosome_4	12895739	12902452	-	6714	28
TCAL_09241	Chromosome_4	3367714	3371141	+	3428	108
TCAL_09240	Chromosome_4	3374162	3375408	+	1247	248
TCAL_09243	Chromosome_4	3356316	3357769	+	1454	8
TCAL_09242	Chromosome_4	3365007	3366218	-	1212	4374
TCAL_09244	Chromosome_4	3350181	3351711	+	1531	0
TCAL_09246	Chromosome_4	3312132	3334331	+	22200	49
TCAL_08019	Chromosome_4	167596	168993	-	1398	82
TCAL_08018	Chromosome_4	134466	141822	+	7357	59
TCAL_14679	Chromosome_4	3297789	3303390	-	5602	62
TCAL_05267	Chromosome_4	7792371	7793063	+	693	61
TCAL_03441	Chromosome_4	9144343	9153611	-	9269	83
TCAL_14680	Chromosome_4	3449158	3461166	+	12009	22
TCAL_05262	Chromosome_4	7822938	7824377	-	1440	1
TCAL_05348	Chromosome_4	5695515	5706600	+	11086	6
TCAL_05349	Chromosome_4	5639460	5653778	-	14319	79
TCAL_03769	Chromosome_4	8262487	8267992	-	5506	5154
TCAL_03760	Chromosome_4	8370148	8371695	-	1548	57
TCAL_03762	Chromosome_4	8338117	8361028	+	22912	415
TCAL_03767	Chromosome_4	8302846	8310530	+	7685	192
TCAL_03725	Chromosome_4	8767446	8772785	-	5340	314
TCAL_03430	Chromosome_4	9043382	9052618	-	9237	114
TCAL_03432	Chromosome_4	9102443	9104695	+	2253	209
TCAL_03436	Chromosome_4	9120307	9123968	+	3662	159
TCAL_03437	Chromosome_4	9129499	9136986	+	7488	1
TCAL_07224	Chromosome_4	8915938	8928891	+	12954	277
TCAL_16460	Contig13	15619	16402	-	784	1
TCAL_13779	Contig15	50	21022	+	20973	0
TCAL_16461	Contig25	55	1614	+	1560	2
TCAL_16462	Contig30	401	1936	-	1536	0
TCAL_15071	Contig31	2187	9783	-	7597	1
TCAL_16466	Contig52	20053	21788	-	1736	19
TCAL_16467	Contig53	7116	8247	+	1132	0
TCAL_16468	Contig54	384	811	-	428	0
TCAL_13867	Contig55	28810	29822	+	1013	0
TCAL_13868	Contig55	20125	20880	+	756	0
TCAL_17353	Contig57	48	6564	+	6517	1
TCAL_14058	Contig105	167	2148	-	1982	0
TCAL_14174	Contig126	1015	1425	+	411	0
TCAL_17346	Contig137	21701	30835	+	9135	45
TCAL_15064	Contig146	1175	1360	-	186	0
TCAL_15065	Contig150	264	650	+	387	0
TCAL_15066	Contig158	320	665	-	346	0
TCAL_15067	Contig169	95	662	+	568	0
TCAL_17347	Contig175	548	794	-	247	0
TCAL_17348	Contig190	3035	5076	-	2042	0
TCAL_14116	Contig196	2846	3280	-	435	0
TCAL_17349	Contig200	18075	24507	+	6433	1
TCAL_13954	Contig206	434	1632	+	1199	0
TCAL_13993	Contig207	442	1047	+	606	813
TCAL_15068	Contig247	671	916	+	246	0
TCAL_14040	Contig257	994	1343	+	350	0
TCAL_15069	Contig272	75	906	+	832	0
TCAL_14093	Contig275	290	585	+	296	6
TCAL_15070	Contig293	558	725	-	168	0
TCAL_14059	Contig314	231	980	-	750	0
TCAL_17350	Contig316	730	1367	-	638	0
TCAL_13933	Contig329	667	1190	-	524	0
TCAL_17351	Contig353	479	904	+	426	0
TCAL_17352	Contig360	341	697	-	357	0
TCAL_16463	Contig361	3019	16470	-	13452	38
TCAL_16464	Contig393	62	1927	+	1866	0
TCAL_13974	Contig403	3170	3952	+	783	5741
TCAL_16465	Contig424	1098	1464	-	367	0
TCAL_15072	Contig427	351	551	-	201	0
TCAL_14126	Contig435	639	1496	-	858	0
TCAL_13930	Contig485	591	1285	-	695	0
TCAL_13980	Contig499	108	845	-	738	0
TCAL_15073	Contig536	207	719	-	513	0
TCAL_14114	Contig556	219	692	+	474	0
TCAL_17354	Contig619	728	918	+	191	0
TCAL_15074	Contig640	393	992	+	600	0
TCAL_17355	Contig646	237	775	+	539	0
TCAL_14161	Contig650	1241	1642	-	402	0
TCAL_14153	Contig656	1450	1872	-	423	0
TCAL_16469	Contig659	61	1860	+	1800	0
TCAL_17356	Contig674	686	871	-	186	0
TCAL_04021	Chromosome_10	2943997	2946827	-	2831	267
TCAL_01826	Chromosome_10	4136233	4139026	-	2794	1
TCAL_14346	Chromosome_10	5443160	5444428	-	1269	479
TCAL_14347	Chromosome_10	5472539	5473036	-	498	245
TCAL_14344	Chromosome_10	5056109	5056438	+	330	0
TCAL_14345	Chromosome_10	5315156	5323197	+	8042	76
TCAL_14340	Chromosome_10	4161452	4162750	+	1299	18
TCAL_00386	Chromosome_10	6958412	6963853	-	5442	52
TCAL_13975	Chromosome_10	10530987	10534235	+	3249	462
TCAL_12377	Chromosome_10	71204	72504	-	1301	9
TCAL_12376	Chromosome_10	57262	61076	-	3815	1533
TCAL_16612	Chromosome_10	4511764	4512825	-	1062	152
TCAL_16613	Chromosome_10	567664	572294	+	4631	321
TCAL_16610	Chromosome_10	4242955	4243479	+	525	0
TCAL_16611	Chromosome_10	4370638	4380831	+	10194	0
TCAL_16616	Chromosome_10	5134828	5140494	+	5667	191
TCAL_16617	Chromosome_10	5323461	5324324	-	864	11
TCAL_16614	Chromosome_10	521460	522938	-	1479	0
TCAL_16615	Chromosome_10	5063781	5073746	+	9966	36
TCAL_16618	Chromosome_10	5339857	5351154	-	11298	30
TCAL_16619	Chromosome_10	5360752	5374984	-	14233	2445
TCAL_06295	Chromosome_10	2323370	2326384	-	3015	25
TCAL_06294	Chromosome_10	2321129	2322553	-	1425	134
TCAL_06292	Chromosome_10	2303603	2306358	-	2756	1272
TCAL_15264	Chromosome_10	7605750	7607088	+	1339	786
TCAL_02047	Chromosome_10	11888868	11889557	+	690	158
TCAL_02060	Chromosome_10	11928460	11929206	+	747	344
TCAL_00866	Chromosome_10	8539351	8541008	-	1658	487
TCAL_00867	Chromosome_10	8541344	8541876	-	533	8
TCAL_00864	Chromosome_10	8531571	8532281	-	711	32
TCAL_00865	Chromosome_10	8535794	8536979	+	1186	5989
TCAL_00862	Chromosome_10	8525488	8528803	-	3316	90
TCAL_05774	Chromosome_10	14523103	14532483	-	9381	35
TCAL_11662	Chromosome_10	10143759	10145354	+	1596	105
TCAL_02044	Chromosome_10	11875466	11880267	-	4802	1451
TCAL_00331	Chromosome_10	6713225	6714194	+	970	2979
TCAL_16573	Chromosome_10	14410473	14413843	-	3371	138
TCAL_08198	Chromosome_10	5411616	5412521	+	906	29
TCAL_08199	Chromosome_10	5407768	5410088	-	2321	93
TCAL_16579	Chromosome_10	14857364	14858400	+	1037	7
TCAL_16578	Chromosome_10	14832577	14841625	-	9049	107
TCAL_14342	Chromosome_10	4313662	4322218	-	8557	273
TCAL_09025	Chromosome_10	13541137	13546670	+	5534	59
TCAL_09024	Chromosome_10	13533177	13538313	+	5137	82
TCAL_09027	Chromosome_10	13549306	13557938	+	8633	849
TCAL_09026	Chromosome_10	13549306	13557938	-	8633	74
TCAL_09021	Chromosome_10	13519118	13523839	+	4722	607
TCAL_09020	Chromosome_10	13515022	13516899	-	1878	24
TCAL_09023	Chromosome_10	13530808	13532390	+	1583	308
TCAL_09022	Chromosome_10	13523182	13526210	-	3029	180
TCAL_14341	Chromosome_10	4301112	4308210	-	7099	288
TCAL_09029	Chromosome_10	13558897	13560985	+	2089	251
TCAL_00820	Chromosome_10	8274051	8276774	+	2724	1125
TCAL_11705	Chromosome_10	2469804	2472132	-	2329	10
TCAL_11707	Chromosome_10	2431999	2457453	+	25455	82
TCAL_11706	Chromosome_10	2461406	2468945	+	7540	301
TCAL_03548	Chromosome_10	11370151	11374123	+	3973	638
TCAL_03648	Chromosome_10	9986065	9991491	-	5427	1456
TCAL_11709	Chromosome_10	2407345	2412472	-	5128	217
TCAL_11708	Chromosome_10	2420100	2421483	-	1384	39
TCAL_13705	Chromosome_10	771179	782014	-	10836	6
TCAL_10968	Chromosome_10	9363726	9370364	-	6639	1
TCAL_00479	Chromosome_10	7481172	7482173	-	1002	89
TCAL_00478	Chromosome_10	7479734	7481104	+	1371	11
TCAL_00475	Chromosome_10	7469914	7471260	-	1347	564
TCAL_00474	Chromosome_10	7460873	7471381	+	10509	970
TCAL_00477	Chromosome_10	7477866	7479607	-	1742	80
TCAL_00476	Chromosome_10	7476820	7477866	+	1047	213
TCAL_00471	Chromosome_10	7444004	7445134	-	1131	3912
TCAL_00470	Chromosome_10	7405913	7407043	+	1131	60
TCAL_00473	Chromosome_10	7447705	7451054	+	3350	0
TCAL_00472	Chromosome_10	7448050	7453376	-	5327	132
TCAL_02653	Chromosome_10	5232363	5238188	+	5826	0
TCAL_02652	Chromosome_10	5216257	5224387	+	8131	1371
TCAL_02651	Chromosome_10	5188614	5193144	+	4531	143
TCAL_02650	Chromosome_10	5178442	5182075	+	3634	271
TCAL_12828	Chromosome_10	3589186	3598147	+	8962	172
