SeqName,Description
TCAL_02935-PA,Similar to Znf652 Zinc finger protein 652 (Mus musculus)
TCAL_07828-PA,Similar to Znf652 Zinc finger protein 652 (Mus musculus)
TCAL_03999-PA,Similar to ZNF658 Zinc finger protein 658 (Homo sapiens)
TCAL_15323-PA,Similar to ZNF658 Zinc finger protein 658 (Homo sapiens)
TCAL_15595-PA,Similar to ZNF658B Zinc finger protein 658B (Homo sapiens)
TCAL_04463-PA,Similar to Znf667 Zinc finger protein 667 (Rattus norvegicus)
TCAL_06567-PA,Similar to ZNF668 Zinc finger protein 668 (Macaca fascicularis)
TCAL_04692-PA,Similar to ZNF670 Zinc finger protein 670 (Homo sapiens)
TCAL_04883-PA,Similar to ZNF676 Zinc finger protein 676 (Homo sapiens)
TCAL_12505-PA,Similar to ZNF676 Zinc finger protein 676 (Homo sapiens)
TCAL_13450-PA,Similar to ZNF676 Zinc finger protein 676 (Homo sapiens)
TCAL_10728-PA,Similar to Znf683 Tissue-resident T-cell transcription regulator protein ZNF683 (Mus musculus)
TCAL_10810-PA,Similar to Znf692 Zinc finger protein 692 (Mus musculus)
TCAL_07438-PA,Similar to ZNF699 Zinc finger protein 699 (Homo sapiens)
TCAL_12060-PA,Similar to ZNF7 Zinc finger protein 7 (Homo sapiens)
TCAL_12142-PA,Similar to ZNF709 Zinc finger protein 709 (Homo sapiens)
TCAL_05055-PA,Similar to znf711 Zinc finger protein 711 (Danio rerio)
TCAL_16286-PA,Similar to znf711 Zinc finger protein 711 (Danio rerio)
TCAL_04673-PA,Similar to ZNF711 Zinc finger protein 711 (Homo sapiens)
TCAL_14342-PA,Similar to ZNF716 Zinc finger protein 716 (Homo sapiens)
TCAL_05173-PA,Similar to ZNF718 Zinc finger protein 718 (Homo sapiens)
TCAL_10248-PA,Similar to ZNF728 Zinc finger protein 728 (Homo sapiens)
TCAL_06040-PA,Similar to ZNF75D Zinc finger protein 75D (Homo sapiens)
TCAL_05574-PA,Similar to ZNF761 Zinc finger protein 761 (Homo sapiens)
TCAL_04017-PA,Similar to Znf771 Zinc finger protein 771 (Mus musculus)
TCAL_13838-PA,Similar to Znf771 Zinc finger protein 771 (Mus musculus)
TCAL_11766-PA,Similar to ZNF778 Zinc finger protein 778 (Homo sapiens)
TCAL_00441-PA,Similar to ZNF782 Zinc finger protein 782 (Homo sapiens)
TCAL_00817-PA,Similar to ZNF782 Zinc finger protein 782 (Homo sapiens)
TCAL_09753-PA,Similar to ZNF782 Zinc finger protein 782 (Homo sapiens)
TCAL_04949-PA,Similar to ZNF786 Zinc finger protein 786 (Homo sapiens)
TCAL_15968-PA,Similar to ZNF79 Zinc finger protein 79 (Homo sapiens)
TCAL_12304-PA,Similar to ZNF808 Zinc finger protein 808 (Homo sapiens)
TCAL_00492-PA,Similar to ZNF814 Putative uncharacterized zinc finger protein 814 (Homo sapiens)
TCAL_12063-PA,Similar to ZNF814 Putative uncharacterized zinc finger protein 814 (Homo sapiens)
TCAL_00490-PA,Similar to ZNF836 Zinc finger protein 836 (Homo sapiens)
TCAL_11795-PA,Similar to ZNF84 Zinc finger protein 84 (Homo sapiens)
TCAL_14332-PA,Similar to ZNF845 Zinc finger protein 845 (Homo sapiens)
TCAL_15179-PA,Similar to ZNF845 Zinc finger protein 845 (Homo sapiens)
TCAL_12901-PA,Similar to ZNF85 Zinc finger protein 85 (Homo sapiens)
TCAL_02451-PA,Similar to ZNF878 Zinc finger protein 878 (Homo sapiens)
TCAL_07435-PA,Similar to ZNF878 Zinc finger protein 878 (Homo sapiens)
TCAL_07436-PA,Similar to ZNF878 Zinc finger protein 878 (Homo sapiens)
TCAL_08109-PA,Similar to ZNF879 Zinc finger protein 879 (Homo sapiens)
TCAL_12904-PA,Similar to ZNF879 Zinc finger protein 879 (Homo sapiens)
TCAL_11018-PA,Similar to Znf879 Zinc finger protein 879 (Mus musculus)
TCAL_12057-PA,Similar to Znf879 Zinc finger protein 879 (Mus musculus)
TCAL_07289-PA,Similar to ZNF888 Zinc finger protein 888 (Homo sapiens)
TCAL_14780-PA,Similar to ZNF891 Zinc finger protein 891 (Homo sapiens)
TCAL_01847-PA,Similar to ZNF91 Zinc finger protein 91 (Homo sapiens)
TCAL_01848-PA,Similar to ZNF91 Zinc finger protein 91 (Homo sapiens)
TCAL_01849-PA,Similar to ZNF91 Zinc finger protein 91 (Homo sapiens)
TCAL_08280-PA,Similar to ZNF91 Zinc finger protein 91 (Homo sapiens)
TCAL_12064-PA,Similar to ZNF91 Zinc finger protein 91 (Homo sapiens)
TCAL_12826-PA,Similar to ZNF91 Zinc finger protein 91 (Homo sapiens)
TCAL_12903-PA,Similar to ZNF91 Zinc finger protein 91 (Homo sapiens)
TCAL_14620-PA,Similar to ZNF91 Zinc finger protein 91 (Homo sapiens)
TCAL_08553-PA,Similar to ZNF92 Zinc finger protein 92 (Homo sapiens)
TCAL_13193-PA,Similar to ZNF93 Zinc finger protein 93 (Homo sapiens)
TCAL_14331-PA,Similar to ZNF93 Zinc finger protein 93 (Homo sapiens)
TCAL_02335-PA,Similar to Znfx1 NFX1-type zinc finger-containing protein 1 (Mus musculus)
TCAL_04452-PA,Similar to Znfx1 NFX1-type zinc finger-containing protein 1 (Mus musculus)
TCAL_05146-PA,Similar to Zscan10 Zinc finger and SCAN domain-containing protein 10 (Mus musculus)
TCAL_06566-PA,Similar to ZSCAN12 Zinc finger and SCAN domain-containing protein 12 (Pongo pygmaeus)
TCAL_02798-PA,Similar to ZSCAN2 Zinc finger and SCAN domain-containing protein 2 (Homo sapiens)
TCAL_16254-PA,Similar to ZSCAN30 Zinc finger and SCAN domain-containing protein 30 (Homo sapiens)
TCAL_05099-PA,Similar to ZSCAN5DP Putative zinc finger and SCAN domain-containing protein 5D (Homo sapiens)
TCAL_03944-PA,Similar to Zw Glucose-6-phosphate 1-dehydrogenase (Drosophila melanogaster)
TCAL_10773-PA,Similar to ZXDB Zinc finger X-linked protein ZXDB (Homo sapiens)
TCAL_09523-PA,acid-sensing ion channel 2-like
TCAL_16979-PA,acid-sensing ion channel 3-like
TCAL_08840-PA,actin-related 2 precursor
TCAL_16128-PA,activating transcription factor 3 isoform X2
TCAL_14783-PA,adhesive plaque matrix -
TCAL_14256-PA,alpha-2A adrenergic receptor-like
TCAL_15588-PA,balbiani ring 3-like isoform X1
TCAL_17339-PA,barrier-to-autointegration factor 1-like
TCAL_02553-PA,basement membrane-specific heparan sulfate proteoglycan core -
TCAL_15521-PA,"beta-1,3-galactosyltransferase 1-like"
TCAL_13423-PA,"caveolin, putative, partial"
TCAL_16360-PA,CD59A glyco -like
TCAL_00594-PA,defense 3
TCAL_16935-PA,DNA (cytosine-5)-methyltransferase -like
TCAL_15646-PA,doublecortin domain-containing 2-like isoform X1
TCAL_14116-PA,endogenous retrovirus group K member 6 Pol -like
TCAL_08090-PA,enolase-phosphatase E1-like isoform X4
TCAL_09766-PA,extensin-1-like
TCAL_14299-PA,FMRFamide receptor-like
TCAL_02081-PA,G12
TCAL_08548-PA,glutamate receptor kainate 3-like isoform X2
TCAL_06003-PA,golgin subfamily B member 1-like
TCAL_07117-PA,golgin subfamily B member 1-like
TCAL_09862-PA,granulins
TCAL_06107-PA,gustatory receptor for sugar taste 43a-like
TCAL_10873-PA,heterogeneous nuclear ribonucleo U 1
TCAL_02233-PA,histone-lysine N-methyltransferase SETD7-like
TCAL_15702-PA,integrase core domain
TCAL_07496-PA,kelch 12
TCAL_09641-PA,kelch 12
TCAL_16155-PA,kelch 17
TCAL_11261-PA,kelch 3
TCAL_04555-PA,kelch 4-like
TCAL_14296-PA,"ken, putative"
TCAL_01529-PA,kyphoscoliosis peptidase-like
TCAL_14534-PA,larval cuticle A2B-like
TCAL_16680-PA,macrophage mannose receptor 1
TCAL_15367-PA,macrophage mannose receptor 1-like
TCAL_07550-PA,microtubule-associated futsch-like
TCAL_13700-PA,mucin-2-like
TCAL_06081-PA,myosin-2 heavy chain
TCAL_10711-PA,natterin-4-like
TCAL_16990-PA,phosphatase 1H-like
TCAL_00237-PA,pollen-specific leucine-rich repeat extensin 2
TCAL_07121-PA,polyamine-modulated factor 1-like isoform X2
TCAL_11973-PA,PREDICTED: ankyrin-3-like
TCAL_16477-PA,"PREDICTED: calcyphosin-like protein, partial"
TCAL_06924-PA,"PREDICTED: chitinase-like, partial"
TCAL_14892-PA,"PREDICTED: extensin-like, partial"
TCAL_13203-PA,PREDICTED: lachesin-like
TCAL_07562-PA,PREDICTED: myophilin
TCAL_14335-PA,PREDICTED: prosaposin
TCAL_14813-PA,prestalk -like
TCAL_04619-PA,proteasome assembly chaperone 4-like
TCAL_00044-PA,Protein of unknown function
TCAL_00169-PA,Protein of unknown function
TCAL_00308-PA,Protein of unknown function
TCAL_00351-PA,Protein of unknown function
TCAL_00566-PA,Protein of unknown function
TCAL_00586-PA,Protein of unknown function
TCAL_00877-PA,Protein of unknown function
TCAL_01070-PA,Protein of unknown function
TCAL_02630-PA,Protein of unknown function
TCAL_02729-PA,Protein of unknown function
TCAL_03132-PA,Protein of unknown function
TCAL_03161-PA,Protein of unknown function
TCAL_04230-PA,Protein of unknown function
TCAL_04946-PA,Protein of unknown function
TCAL_04956-PA,Protein of unknown function
TCAL_04958-PA,Protein of unknown function
TCAL_05001-PA,Protein of unknown function
TCAL_05221-PA,Protein of unknown function
TCAL_07232-PA,Protein of unknown function
TCAL_07391-PA,Protein of unknown function
TCAL_07643-PA,Protein of unknown function
TCAL_07656-PA,Protein of unknown function
TCAL_07793-PA,Protein of unknown function
TCAL_07905-PA,Protein of unknown function
TCAL_08035-PA,Protein of unknown function
TCAL_08259-PA,Protein of unknown function
TCAL_08366-PA,Protein of unknown function
TCAL_08708-PA,Protein of unknown function
TCAL_09058-PA,Protein of unknown function
TCAL_09877-PA,Protein of unknown function
TCAL_10006-PA,Protein of unknown function
TCAL_10478-PA,Protein of unknown function
TCAL_10834-PA,Protein of unknown function
TCAL_11002-PA,Protein of unknown function
TCAL_11414-PA,Protein of unknown function
TCAL_11653-PA,Protein of unknown function
TCAL_12165-PA,Protein of unknown function
TCAL_12523-PA,Protein of unknown function
TCAL_13385-PA,Protein of unknown function
TCAL_13574-PA,Protein of unknown function
TCAL_13742-PA,Protein of unknown function
TCAL_13946-PA,Protein of unknown function
TCAL_13968-PA,Protein of unknown function
TCAL_13969-PA,Protein of unknown function
TCAL_13987-PA,Protein of unknown function
TCAL_14205-PA,Protein of unknown function
TCAL_14264-PA,Protein of unknown function
TCAL_14373-PA,Protein of unknown function
TCAL_14389-PA,Protein of unknown function
TCAL_14411-PA,Protein of unknown function
TCAL_14452-PA,Protein of unknown function
TCAL_14475-PA,Protein of unknown function
TCAL_14489-PA,Protein of unknown function
TCAL_14538-PA,Protein of unknown function
TCAL_14550-PA,Protein of unknown function
TCAL_14596-PA,Protein of unknown function
TCAL_14662-PA,Protein of unknown function
TCAL_14784-PA,Protein of unknown function
TCAL_14814-PA,Protein of unknown function
TCAL_14817-PA,Protein of unknown function
TCAL_14819-PA,Protein of unknown function
TCAL_15011-PA,Protein of unknown function
TCAL_15057-PA,Protein of unknown function
TCAL_15162-PA,Protein of unknown function
TCAL_15247-PA,Protein of unknown function
TCAL_15273-PA,Protein of unknown function
TCAL_15308-PA,Protein of unknown function
TCAL_15361-PA,Protein of unknown function
TCAL_15375-PA,Protein of unknown function
TCAL_15411-PA,Protein of unknown function
TCAL_15427-PA,Protein of unknown function
TCAL_15428-PA,Protein of unknown function
TCAL_15456-PA,Protein of unknown function
TCAL_15460-PA,Protein of unknown function
TCAL_15556-PA,Protein of unknown function
TCAL_15651-PA,Protein of unknown function
TCAL_15669-PA,Protein of unknown function
TCAL_15749-PA,Protein of unknown function
TCAL_15800-PA,Protein of unknown function
TCAL_15873-PA,Protein of unknown function
TCAL_16010-PA,Protein of unknown function
TCAL_16127-PA,Protein of unknown function
TCAL_16284-PA,Protein of unknown function
TCAL_16494-PA,Protein of unknown function
TCAL_16606-PA,Protein of unknown function
TCAL_16828-PA,Protein of unknown function
TCAL_17035-PA,Protein of unknown function
TCAL_17058-PA,Protein of unknown function
TCAL_17098-PA,Protein of unknown function
TCAL_17119-PA,Protein of unknown function
TCAL_17172-PA,Protein of unknown function
TCAL_17267-PA,Protein of unknown function
TCAL_09399-PA,serine protease easter-like
TCAL_15855-PA,sodium potassium-transporting ATPase subunit alpha-like
TCAL_07855-PA,sporulation-specific 15-like
TCAL_04232-PA,"tolloid-like protein 2, partial"
TCAL_00389-PA,treslin-like
TCAL_04998-PA,trypsin-1-like
TCAL_15682-PA,tumor necrosis factor receptor superfamily member 25-
TCAL_16714-PA,vacuolar sorting-associated 4A-like isoform X1
TCAL_15420-PA,venom allergen 5-like
TCAL_02746-PA,XK-related 4-like
TCAL_08841-PA,zinc finger 420-like
TCAL_15531-PA,zinc finger and BTB domain-containing 24
TCAL_12152-PA,acid-sensing ion channel 1-like isoform X3
TCAL_02328-PA,acid-sensing ion channel 2-like
TCAL_11887-PA,acid-sensing ion channel 4-like
TCAL_16012-PA,AGAP011571-PA
TCAL_12914-PA,ATP-dependent RNA helicase TDRD12
TCAL_14983-PA,Bardet-Biedl syndrome 10 homolog isoform X2
TCAL_16622-PA,cell death-inducing p53-target 1 homolog isoform X9
TCAL_10072-PA,cilia- and flagella-associated 45-like
TCAL_17293-PA,coiled-coil domain-containing 177-like isoform X2
TCAL_15126-PA,collagen alpha-5(IV) chain-like
TCAL_15381-PA,dentin sialophospho -like
TCAL_12959-PA,DPY30 domain-containing 1-like
TCAL_16260-PA,FH1 FH2 domain-containing 3-like
TCAL_07892-PA,FMRF-amide neuropeptides-like
TCAL_14708-PA,G- coupled receptor moody-like
TCAL_14280-PA,homeotic Sex combs reduced-like
TCAL_02685-PA,influenza virus NS1A-binding homolog
TCAL_14465-PA,kelch-like ECH-associated 1 isoform X2
TCAL_09667-PA,matrix-remodeling-associated 7 isoform X1
TCAL_17350-PA,mediator of DNA damage checkpoint 1-like
TCAL_16950-PA,mucin-17-like
TCAL_09360-PA,muscle M-line assembly unc-89-like
TCAL_15083-PA,myosin heavy muscle-
TCAL_14952-PA,non-symbiotic hemoglobin-like
TCAL_14756-PA,nucleolar transcription factor 1-A-like
TCAL_06222-PA,perlucin-like
TCAL_09319-PA,pirin-like
TCAL_11891-PA,poly [ADP-ribose] polymerase 12-like isoform X1
TCAL_16495-PA,probable glutamate receptor
TCAL_00295-PA,Protein of unknown function
TCAL_04128-PA,Protein of unknown function
TCAL_04714-PA,Protein of unknown function
TCAL_05693-PA,Protein of unknown function
TCAL_06832-PA,Protein of unknown function
TCAL_07596-PA,Protein of unknown function
TCAL_08233-PA,Protein of unknown function
TCAL_08481-PA,Protein of unknown function
TCAL_10688-PA,Protein of unknown function
TCAL_11801-PA,Protein of unknown function
TCAL_12484-PA,Protein of unknown function
TCAL_13072-PA,Protein of unknown function
TCAL_13090-PA,Protein of unknown function
TCAL_13134-PA,Protein of unknown function
TCAL_13696-PA,Protein of unknown function
TCAL_14224-PA,Protein of unknown function
TCAL_14311-PA,Protein of unknown function
TCAL_14386-PA,Protein of unknown function
TCAL_14425-PA,Protein of unknown function
TCAL_14597-PA,Protein of unknown function
TCAL_14714-PA,Protein of unknown function
TCAL_15483-PA,Protein of unknown function
TCAL_15882-PA,Protein of unknown function
TCAL_16094-PA,Protein of unknown function
TCAL_16100-PA,Protein of unknown function
TCAL_16108-PA,Protein of unknown function
TCAL_16503-PA,Protein of unknown function
TCAL_16511-PA,Protein of unknown function
TCAL_16655-PA,Protein of unknown function
TCAL_16795-PA,Protein of unknown function
TCAL_16796-PA,Protein of unknown function
TCAL_16797-PA,Protein of unknown function
TCAL_16957-PA,Protein of unknown function
TCAL_17002-PA,Protein of unknown function
TCAL_03353-PA,proteoglycan 4-like
TCAL_16342-PA,rac GTPase-activating 1-like
TCAL_11338-PA,RNA-directed DNA polymerase homolog
TCAL_15583-PA,rRNA methyltransferase
TCAL_04811-PA,serine arginine-rich splicing factor 7 isoform X1
TCAL_13175-PA,serine protease inhibitor dipetalogastin-like
TCAL_12275-PA,THAP domain-containing 1-like
TCAL_14044-PA,THAP domain-containing 2-like
TCAL_09438-PA,transmembrane channel 2
TCAL_08798-PA,transmembrane FAM155A-like
TCAL_17028-PA,ubiquitin carboxyl-terminal hydrolase 19-like isoform X2
TCAL_13957-PA,UDP-glucuronosyltransferase 2A1-like
TCAL_00568-PA,vascular endothelial growth factor receptor 1 isoform X1
TCAL_05281-PA,XK-related 6-like
TCAL_06926-PA,zinc finger Pegasus-like
TCAL_13633-PA,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1-like"
TCAL_15293-PA,adhesion G- coupled receptor D1-like
TCAL_04120-PA,ankyrin repeat and SOCS box 1-like isoform X2
TCAL_03177-PA,borealin-like
TCAL_16626-PA,carbohydrate sulfotransferase 11
TCAL_16592-PA,cell adhesion molecule 2-like
TCAL_07993-PA,cubilin-like isoform X5
TCAL_15551-PA,cuticle 19-like
TCAL_16913-PA,cuticle 19-like
TCAL_15977-PA,DNA fragmentation factor subunit alpha-like isoform X2
TCAL_03442-PA,DNA-directed RNA polymerase II subunit RPB1-like
TCAL_16448-PA,fasciclin-3 isoform X3
TCAL_16780-PA,FMRFamide receptor-like
TCAL_14455-PA,kelch 17
TCAL_17084-PA,kinetochore Spc25-like
TCAL_13209-PA,L-gulonolactone oxidase-like
TCAL_13852-PA,macrophage mannose receptor 1
TCAL_14911-PA,mcKusick-Kaufman Bardet-Biedl syndromes chaperonin
TCAL_14474-PA,neurogenic locus notch homolog 1-like
TCAL_16414-PA,PET100 mitochondrial
TCAL_08468-PA,proteasome assembly chaperone 3-like
TCAL_00280-PA,Protein of unknown function
TCAL_01694-PA,Protein of unknown function
TCAL_02520-PA,Protein of unknown function
TCAL_05425-PA,Protein of unknown function
TCAL_06551-PA,Protein of unknown function
TCAL_08229-PA,Protein of unknown function
TCAL_10260-PA,Protein of unknown function
TCAL_10616-PA,Protein of unknown function
TCAL_11345-PA,Protein of unknown function
TCAL_12490-PA,Protein of unknown function
TCAL_12745-PA,Protein of unknown function
TCAL_13195-PA,Protein of unknown function
TCAL_14438-PA,Protein of unknown function
TCAL_14729-PA,Protein of unknown function
TCAL_16089-PA,Protein of unknown function
TCAL_16587-PA,Protein of unknown function
TCAL_16664-PA,Protein of unknown function
TCAL_16708-PA,Protein of unknown function
TCAL_16965-PA,Protein of unknown function
TCAL_17243-PA,Protein of unknown function
TCAL_01152-PA,proteoglycan 4-like isoform X1
TCAL_17294-PA,ryncolin-2-like
TCAL_04313-PA,serine threonine- phosphatase 6 regulatory ankyrin repeat subunit B-like isoform X1
TCAL_16244-PA,sodium channel and clathrin linker 1-like isoform X1
TCAL_16772-PA,zinc finger 260-like
TCAL_14518-PA,zinc finger 354B-like
TCAL_16770-PA,zinc finger 91
TCAL_13430-PA,zinc finger and SCAN domain-containing 2-like isoform X1
TCAL_14695-PA,5-hydroxytryptamine receptor 1-like
TCAL_06132-PA,abrupt isoform X1
TCAL_17137-PA,acid-sensing ion channel 5
TCAL_06776-PA,actin-binding Rho-activating -like
TCAL_14909-PA,agrin-like
TCAL_16195-PA,aspartate and serine-rich -
TCAL_13483-PA,chromosome partition Smc-like isoform X2
TCAL_02087-PA,general transcriptional corepressor trfA-like
TCAL_14414-PA,GTPase IMAP family member 6-like
TCAL_05102-PA,HIG1 domain family member mitochondrial-like
TCAL_11396-PA,influenza virus NS1A-binding homolog
TCAL_16811-PA,ionotropic receptor 21a-like
TCAL_10453-PA,isoforms B C-like
TCAL_06819-PA,kelch diablo
TCAL_13645-PA,kelch domain-containing 8A-like
TCAL_16999-PA,Kv channel-interacting 1
TCAL_06870-PA,location of vulva defective 1-
TCAL_06759-PA,mitochondrial ribonuclease P 3
TCAL_16046-PA,neuronal acetylcholine receptor subunit alpha-9-like isoform X3
TCAL_14209-PA,nucleolar 11
TCAL_14429-PA,pro-resilin isoform X2
TCAL_06721-PA,Protein of unknown function
TCAL_09122-PA,Protein of unknown function
TCAL_09418-PA,Protein of unknown function
TCAL_10017-PA,Protein of unknown function
TCAL_10440-PA,Protein of unknown function
TCAL_10475-PA,Protein of unknown function
TCAL_10526-PA,Protein of unknown function
TCAL_12338-PA,Protein of unknown function
TCAL_13073-PA,Protein of unknown function
TCAL_14176-PA,Protein of unknown function
TCAL_14578-PA,Protein of unknown function
TCAL_14610-PA,Protein of unknown function
TCAL_15087-PA,Protein of unknown function
TCAL_15225-PA,Protein of unknown function
TCAL_15364-PA,Protein of unknown function
TCAL_15404-PA,Protein of unknown function
TCAL_16292-PA,Protein of unknown function
TCAL_16415-PA,Protein of unknown function
TCAL_16726-PA,Protein of unknown function
TCAL_14827-PA,transmembrane protease serine 9-like
TCAL_04671-PA,WD repeat-containing 73-like isoform X4
TCAL_14975-PA,zinc finger 502-like
TCAL_14789-PA,zinc finger 665-like isoform X1
TCAL_08435-PA,zinc finger 91
TCAL_14507-PA,zinc finger OZF-like isoform X3
TCAL_04304-PA,fibrous sheath CABYR-binding
TCAL_16335-PA,gastrula zinc finger -like isoform X2
TCAL_16771-PA,hybrid signal transduction histidine kinase M-like isoform X1
TCAL_04285-PA,kelch 5
TCAL_15045-PA,major antigen-like isoform X1
